split,model,events,candidate_recall,top1_end_to_end,top3_end_to_end,top5_end_to_end,mrr_end_to_end,conditional_top1,conditional_top5,habit_change_events,change_precision,change_recall,change_f1
redsea_late,normal_v8,12456,0.9852280025690431,0.6404945407835582,0.8926621708413616,0.9377007064868337,0.7685239315868314,0.6500977835723598,0.9517601043024772,9359,0.8873196659073652,0.940901771336554,0.913325517780383
redsea_late,redsea_adapted_v9,12456,0.9852280025690431,0.6428227360308285,0.8881663455362877,0.9367373153500321,0.7697640000870848,0.652460886571056,0.9507822685788787,9359,0.8871974425331101,0.9384863123993559,0.9121214492526801
hormuz_post,normal_v8,23296,0.9843320741758241,0.6266311813186813,0.8483430631868132,0.9312757554945055,0.7536799794980792,0.636605468579652,0.9460991670664166,14960,0.9344010904753791,0.9468232044198895,0.9405711345510677
hormuz_post,redsea_adapted_v9,23296,0.9843320741758241,0.6279618818681318,0.8472269917582418,0.9318337912087912,0.7536081480826496,0.637957350311805,0.9466660852121582,14960,0.934734324278148,0.944578729281768,0.9396307428080721
