stage1_model,pre_hormuz_threshold,pre_hormuz_threshold_f1,voyages,refuel_events,positive_port_link_rate,positive_port_recall_rate_all_positives,occurrence_sensitivity,occurrence_specificity,system_positive_top1,system_positive_top5,all_voyage_exact_top1_action_accuracy,all_voyage_exact_top5_action_accuracy,balanced_top1_action_accuracy,balanced_top5_action_accuracy,joint_no_refuel_or_actual_port_nll
hormuz_pre_updated,0.24688588996002037,0.5577603001659572,245912,22491,0.9756791605531101,0.9636743586323419,0.4480903472500111,0.945645216877554,0.3400915921924325,0.42772664621404116,0.8902615569797326,0.898276619278441,0.6428684045349933,0.6866859315457976,0.41879544858587675
redsea_plus_hormuz_pre,0.25928390776563653,0.5251321766326607,245912,22491,0.9756791605531101,0.9636743586323419,0.46174025165621807,0.9449022249475206,0.34845049130763417,0.4407540794095416,0.8903510198770291,0.8987930641855623,0.6466763581275774,0.6928281521785311,0.41221871922439673
