event_id,cap,actual_recalled,candidate_count,split
TR_1893,80,1,56,train
TR_1894,20,1,20,train
TR_1894,40,1,40,train
TR_1894,80,1,80,train
TR_1895,20,1,20,train
TR_1895,40,1,40,train
TR_1895,80,1,72,train
TR_1896,20,1,20,train
TR_1896,40,1,26,train
TR_1896,80,1,26,train
TR_1897,20,1,20,train
TR_1897,40,1,40,train
TR_1897,80,1,80,train
TR_1898,20,1,20,train
TR_1898,40,1,27,train
TR_1898,80,1,27,train
TR_1899,20,1,20,train
TR_1899,40,1,40,train
TR_1899,80,1,41,train
TR_1900,20,1,20,train
TR_1900,40,1,40,train
TR_1900,80,1,44,train
TR_1901,20,1,20,train
TR_1901,40,1,40,train
TR_1901,80,1,44,train
TR_1903,20,1,20,train
TR_1903,40,1,40,train
TR_1903,80,1,44,train
TR_1904,20,1,20,train
TR_1904,40,1,40,train
TR_1904,80,1,48,train
TR_1905,20,1,20,train
TR_1905,40,1,40,train
TR_1905,80,1,70,train
TR_1906,20,1,20,train
TR_1906,40,1,22,train
TR_1906,80,1,22,train
TR_1907,20,1,20,train
TR_1907,40,1,39,train
TR_1907,80,1,39,train
TR_1908,20,1,20,train
TR_1908,40,1,40,train
TR_1908,80,1,64,train
TR_1909,20,1,6,train
TR_1909,40,1,6,train
TR_1909,80,1,6,train
TR_1910,20,1,20,train
TR_1910,40,1,40,train
TR_1910,80,1,63,train
TR_1911,20,1,20,train
TR_1911,40,1,40,train
TR_1911,80,1,50,train
TR_1912,20,0,20,train
TR_1912,40,1,40,train
TR_1912,80,1,80,train
TR_1913,20,1,20,train
TR_1913,40,1,40,train
TR_1913,80,1,44,train
TR_1914,20,1,20,train
TR_1914,40,1,40,train
TR_1914,80,1,64,train
TR_1915,20,1,19,train
TR_1915,40,1,19,train
TR_1915,80,1,19,train
TR_1916,20,1,15,train
TR_1916,40,1,15,train
TR_1916,80,1,15,train
TR_1917,20,1,20,train
TR_1917,40,1,25,train
TR_1917,80,1,25,train
TR_1918,20,1,15,train
TR_1918,40,1,15,train
TR_1918,80,1,15,train
TR_1919,20,1,20,train
TR_1919,40,1,40,train
TR_1919,80,1,64,train
TR_1920,20,1,20,train
TR_1920,40,1,40,train
TR_1920,80,1,47,train
TR_1921,20,1,20,train
TR_1921,40,1,40,train
TR_1921,80,1,44,train
TR_1922,20,1,20,train
TR_1922,40,1,40,train
TR_1922,80,1,54,train
TR_1923,20,1,20,train
TR_1923,40,1,40,train
TR_1923,80,1,72,train
TR_1924,20,1,20,train
TR_1924,40,1,40,train
TR_1924,80,1,64,train
TR_1925,20,1,20,train
TR_1925,40,1,40,train
TR_1925,80,1,74,train
TR_1926,20,0,20,train
TR_1926,40,1,40,train
TR_1926,80,1,80,train
TR_1927,20,1,20,train
TR_1927,40,1,40,train
TR_1927,80,1,63,train
TR_1928,20,1,20,train
TR_1928,40,1,20,train
TR_1928,80,1,20,train
TR_1929,20,1,14,train
TR_1929,40,1,14,train
TR_1929,80,1,14,train
TR_1930,20,1,20,train
TR_1930,40,1,40,train
TR_1930,80,1,80,train
TR_1931,20,1,15,train
TR_1931,40,1,15,train
TR_1931,80,1,15,train
TR_1932,20,1,20,train
TR_1932,40,1,40,train
TR_1932,80,1,50,train
TR_1933,20,1,15,train
TR_1933,40,1,15,train
TR_1933,80,1,15,train
TR_1934,20,1,20,train
TR_1934,40,1,21,train
TR_1934,80,1,21,train
TR_1936,20,1,20,train
TR_1936,40,1,40,train
TR_1936,80,1,69,train
TR_1937,20,1,20,train
TR_1937,40,1,20,train
TR_1937,80,1,20,train
TR_1938,20,1,20,train
TR_1938,40,1,40,train
TR_1938,80,1,43,train
TR_1939,20,1,20,train
TR_1939,40,1,29,train
TR_1939,80,1,29,train
TR_1940,20,1,7,train
TR_1940,40,1,7,train
TR_1940,80,1,7,train
TR_1941,20,1,20,train
TR_1941,40,1,32,train
TR_1941,80,1,32,train
TR_1942,20,1,14,train
TR_1942,40,1,14,train
TR_1942,80,1,14,train
TR_1943,20,1,20,train
TR_1943,40,1,40,train
TR_1943,80,1,44,train
TR_1944,20,1,20,train
TR_1944,40,1,40,train
TR_1944,80,1,80,train
TR_1945,20,1,20,train
TR_1945,40,1,40,train
TR_1945,80,1,55,train
TR_1946,20,1,20,train
TR_1946,40,1,20,train
TR_1946,80,1,20,train
TR_1948,20,1,20,train
TR_1948,40,1,40,train
TR_1948,80,1,46,train
TR_1949,20,1,20,train
TR_1949,40,1,21,train
TR_1949,80,1,21,train
TR_1950,20,1,11,train
TR_1950,40,1,11,train
TR_1950,80,1,11,train
TR_1951,20,1,20,train
TR_1951,40,1,22,train
TR_1951,80,1,22,train
TR_1952,20,1,20,train
TR_1952,40,1,29,train
TR_1952,80,1,29,train
TR_1953,20,1,20,train
TR_1953,40,1,39,train
TR_1953,80,1,39,train
TR_1954,20,1,20,train
TR_1954,40,1,40,train
TR_1954,80,1,70,train
TR_1955,20,1,10,train
TR_1955,40,1,10,train
TR_1955,80,1,10,train
TR_1956,20,1,20,train
TR_1956,40,1,40,train
TR_1956,80,1,41,train
TR_1957,20,1,16,train
TR_1957,40,1,16,train
TR_1957,80,1,16,train
TR_1958,20,1,20,train
TR_1958,40,1,40,train
TR_1958,80,1,80,train
TR_1959,20,0,20,train
TR_1959,40,1,40,train
TR_1959,80,1,80,train
TR_1960,20,0,20,train
TR_1960,40,1,40,train
TR_1960,80,1,80,train
TR_1961,20,1,20,train
TR_1961,40,1,22,train
TR_1961,80,1,22,train
TR_1962,20,1,20,train
TR_1962,40,1,40,train
TR_1962,80,1,71,train
TR_1963,20,0,20,train
TR_1963,40,1,40,train
TR_1963,80,1,80,train
TR_1964,20,1,20,train
TR_1964,40,1,22,train
TR_1964,80,1,22,train
TR_1965,20,1,20,train
TR_1965,40,1,40,train
TR_1965,80,1,50,train
TR_1966,20,0,20,train
TR_1966,40,0,40,train
TR_1966,80,1,80,train
TR_1967,20,1,20,train
TR_1967,40,1,40,train
TR_1967,80,1,47,train
TR_1968,20,1,20,train
TR_1968,40,1,40,train
TR_1968,80,1,55,train
TR_1969,20,1,20,train
TR_1969,40,1,40,train
TR_1969,80,1,53,train
TR_1970,20,1,20,train
TR_1970,40,1,34,train
TR_1970,80,1,34,train
TR_1971,20,1,20,train
TR_1971,40,1,40,train
TR_1971,80,1,49,train
TR_1972,20,1,20,train
TR_1972,40,1,40,train
TR_1972,80,1,80,train
TR_1973,20,1,20,train
TR_1973,40,1,40,train
TR_1973,80,1,80,train
TR_1974,20,1,20,train
TR_1974,40,1,21,train
TR_1974,80,1,21,train
TR_1975,20,1,20,train
TR_1975,40,1,40,train
TR_1975,80,1,51,train
TR_1976,20,1,20,train
TR_1976,40,1,37,train
TR_1976,80,1,37,train
TR_1977,20,1,20,train
TR_1977,40,1,20,train
TR_1977,80,1,20,train
TR_1978,20,1,20,train
TR_1978,40,1,20,train
TR_1978,80,1,20,train
TR_1979,20,1,20,train
TR_1979,40,1,35,train
TR_1979,80,1,35,train
TR_1980,20,1,15,train
TR_1980,40,1,15,train
TR_1980,80,1,15,train
TR_1981,20,1,20,train
TR_1981,40,1,40,train
TR_1981,80,1,51,train
TR_1982,20,1,20,train
TR_1982,40,1,37,train
TR_1982,80,1,37,train
TR_1983,20,1,20,train
TR_1983,40,1,40,train
TR_1983,80,1,42,train
TR_1984,20,1,20,train
TR_1984,40,1,40,train
TR_1984,80,1,80,train
TR_1986,20,1,20,train
TR_1986,40,1,40,train
TR_1986,80,1,52,train
TR_1987,20,1,20,train
TR_1987,40,1,39,train
TR_1987,80,1,39,train
TR_1988,20,1,20,train
TR_1988,40,1,40,train
TR_1988,80,1,62,train
TR_1989,20,1,20,train
TR_1989,40,1,25,train
TR_1989,80,1,25,train
TR_1990,20,1,19,train
TR_1990,40,1,19,train
TR_1990,80,1,19,train
TR_1991,20,1,20,train
TR_1991,40,1,27,train
TR_1991,80,1,27,train
TR_1992,20,1,20,train
TR_1992,40,1,40,train
TR_1992,80,1,56,train
TR_1993,20,1,20,train
TR_1993,40,1,40,train
TR_1993,80,1,50,train
TR_1994,20,1,20,train
TR_1994,40,1,40,train
TR_1994,80,1,70,train
TR_1995,20,1,20,train
TR_1995,40,1,31,train
TR_1995,80,1,31,train
TR_1996,20,1,20,train
TR_1996,40,1,40,train
TR_1996,80,1,64,train
TR_1997,20,1,20,train
TR_1997,40,1,40,train
TR_1997,80,1,80,train
TR_1998,20,1,20,train
TR_1998,40,1,28,train
TR_1998,80,1,28,train
TR_1999,20,1,20,train
TR_1999,40,1,40,train
TR_1999,80,1,80,train
TR_2000,20,1,20,train
TR_2000,40,1,40,train
TR_2000,80,1,51,train
TR_2001,20,1,20,train
TR_2001,40,1,20,train
TR_2001,80,1,20,train
TR_2002,20,1,20,train
TR_2002,40,1,40,train
TR_2002,80,1,80,train
TR_2003,20,1,20,train
TR_2003,40,1,40,train
TR_2003,80,1,51,train
TR_2004,20,1,5,train
TR_2004,40,1,5,train
TR_2004,80,1,5,train
TR_2005,20,1,20,train
TR_2005,40,1,37,train
TR_2005,80,1,37,train
TR_2006,20,1,20,train
TR_2006,40,1,27,train
TR_2006,80,1,27,train
TR_2007,20,1,20,train
TR_2007,40,1,40,train
TR_2007,80,1,80,train
TR_2008,20,1,10,train
TR_2008,40,1,10,train
TR_2008,80,1,10,train
TR_2009,20,1,20,train
TR_2009,40,1,22,train
TR_2009,80,1,22,train
TR_2010,20,1,20,train
TR_2010,40,1,40,train
TR_2010,80,1,55,train
TR_2011,20,1,20,train
TR_2011,40,1,40,train
TR_2011,80,1,50,train
TR_2012,20,1,20,train
TR_2012,40,1,26,train
TR_2012,80,1,26,train
TR_2013,20,1,19,train
TR_2013,40,1,19,train
TR_2013,80,1,19,train
TR_2014,20,1,20,train
TR_2014,40,1,40,train
TR_2014,80,1,64,train
TR_2015,20,1,10,train
TR_2015,40,1,10,train
TR_2015,80,1,10,train
TR_2016,20,1,20,train
TR_2016,40,1,21,train
TR_2016,80,1,21,train
TR_2017,20,1,20,train
TR_2017,40,1,40,train
TR_2017,80,1,70,train
TR_2018,20,1,20,train
TR_2018,40,1,40,train
TR_2018,80,1,51,train
TR_2019,20,1,20,train
TR_2019,40,1,40,train
TR_2019,80,1,62,train
TR_2020,20,1,20,train
TR_2020,40,1,40,train
TR_2020,80,1,51,train
TR_2021,20,1,20,train
TR_2021,40,1,25,train
TR_2021,80,1,25,train
TR_2022,20,1,20,train
TR_2022,40,1,40,train
TR_2022,80,1,60,train
TR_2023,20,1,20,train
TR_2023,40,1,34,train
TR_2023,80,1,34,train
TR_2024,20,1,20,train
TR_2024,40,1,40,train
TR_2024,80,1,70,train
TR_2025,20,1,20,train
TR_2025,40,1,40,train
TR_2025,80,1,55,train
TR_2026,20,1,10,train
TR_2026,40,1,10,train
TR_2026,80,1,10,train
TR_2027,20,1,15,train
TR_2027,40,1,15,train
TR_2027,80,1,15,train
TR_2028,20,1,6,train
TR_2028,40,1,6,train
TR_2028,80,1,6,train
TR_2029,20,1,20,train
TR_2029,40,1,40,train
TR_2029,80,1,53,train
TR_2030,20,1,20,train
TR_2030,40,1,40,train
TR_2030,80,1,80,train
TR_2031,20,1,20,train
TR_2031,40,1,22,train
TR_2031,80,1,22,train
TR_2032,20,1,20,train
TR_2032,40,1,35,train
TR_2032,80,1,35,train
TR_2033,20,1,20,train
TR_2033,40,1,40,train
TR_2033,80,1,63,train
TR_2034,20,1,20,train
TR_2034,40,1,20,train
TR_2034,80,1,20,train
TR_2035,20,1,20,train
TR_2035,40,1,40,train
TR_2035,80,1,70,train
TR_2036,20,1,20,train
TR_2036,40,1,40,train
TR_2036,80,1,71,train
TR_2037,20,1,20,train
TR_2037,40,1,40,train
TR_2037,80,1,80,train
TR_2038,20,1,20,train
TR_2038,40,1,40,train
TR_2038,80,1,80,train
TR_2039,20,1,20,train
TR_2039,40,1,40,train
TR_2039,80,1,44,train
TR_2040,20,1,20,train
TR_2040,40,1,20,train
TR_2040,80,1,20,train
TR_2041,20,1,5,train
TR_2041,40,1,5,train
TR_2041,80,1,5,train
TR_2042,20,1,10,train
TR_2042,40,1,10,train
TR_2042,80,1,10,train
TR_2043,20,1,20,train
TR_2043,40,1,20,train
TR_2043,80,1,20,train
TR_2044,20,1,20,train
TR_2044,40,1,40,train
TR_2044,80,1,47,train
TR_2045,20,1,20,train
TR_2045,40,1,40,train
TR_2045,80,1,45,train
TR_2046,20,1,20,train
TR_2046,40,1,40,train
TR_2046,80,1,80,train
TR_2047,20,1,20,train
TR_2047,40,1,40,train
TR_2047,80,1,44,train
TR_2048,20,1,20,train
TR_2048,40,1,22,train
TR_2048,80,1,22,train
TR_2049,20,1,20,train
TR_2049,40,1,26,train
TR_2049,80,1,26,train
TR_2050,20,1,20,train
TR_2050,40,1,40,train
TR_2050,80,1,42,train
TR_2051,20,1,20,train
TR_2051,40,1,40,train
TR_2051,80,1,60,train
TR_2052,20,1,20,train
TR_2052,40,1,40,train
TR_2052,80,1,51,train
TR_2053,20,1,20,train
TR_2053,40,1,31,train
TR_2053,80,1,31,train
TR_2054,20,1,20,train
TR_2054,40,1,39,train
TR_2054,80,1,39,train
TR_2055,20,1,4,train
TR_2055,40,1,4,train
TR_2055,80,1,4,train
TR_2056,20,1,20,train
TR_2056,40,1,40,train
TR_2056,80,1,63,train
TR_2057,20,1,15,train
TR_2057,40,1,15,train
TR_2057,80,1,15,train
TR_2058,20,1,15,train
TR_2058,40,1,15,train
TR_2058,80,1,15,train
TR_2059,20,1,20,train
TR_2059,40,1,40,train
TR_2059,80,1,63,train
TR_2060,20,1,9,train
TR_2060,40,1,9,train
TR_2060,80,1,9,train
TR_2061,20,1,20,train
TR_2061,40,1,40,train
TR_2061,80,1,50,train
TR_2062,20,1,20,train
TR_2062,40,1,40,train
TR_2062,80,1,76,train
TR_2063,20,1,20,train
TR_2063,40,1,40,train
TR_2063,80,1,58,train
TR_2064,20,1,20,train
TR_2064,40,1,40,train
TR_2064,80,1,66,train
TR_2065,20,1,20,train
TR_2065,40,1,40,train
TR_2065,80,1,48,train
TR_2066,20,1,17,train
TR_2066,40,1,17,train
TR_2066,80,1,17,train
TR_2067,20,1,15,train
TR_2067,40,1,15,train
TR_2067,80,1,15,train
TR_2068,20,1,20,train
TR_2068,40,1,37,train
TR_2068,80,1,37,train
TR_2069,20,1,16,train
TR_2069,40,1,16,train
TR_2069,80,1,16,train
TR_2070,20,1,10,train
TR_2070,40,1,10,train
TR_2070,80,1,10,train
TR_2071,20,1,20,train
TR_2071,40,1,40,train
TR_2071,80,1,50,train
TR_2072,20,1,20,train
TR_2072,40,1,34,train
TR_2072,80,1,34,train
TR_2073,20,1,20,train
TR_2073,40,1,20,train
TR_2073,80,1,20,train
TR_2074,20,1,20,train
TR_2074,40,1,25,train
TR_2074,80,1,25,train
TR_2075,20,1,20,train
TR_2075,40,1,40,train
TR_2075,80,1,48,train
TR_2076,20,0,20,train
TR_2076,40,0,26,train
TR_2076,80,0,26,train
TR_2077,20,1,20,train
TR_2077,40,1,40,train
TR_2077,80,1,70,train
TR_2078,20,1,20,train
TR_2078,40,1,40,train
TR_2078,80,1,40,train
TR_2079,20,0,20,train
TR_2079,40,0,40,train
TR_2079,80,1,80,train
TR_2080,20,1,20,train
TR_2080,40,1,27,train
TR_2080,80,1,27,train
TR_2081,20,1,20,train
TR_2081,40,1,40,train
TR_2081,80,1,64,train
TR_2082,20,1,20,train
TR_2082,40,1,25,train
TR_2082,80,1,25,train
TR_2083,20,1,5,train
TR_2083,40,1,5,train
TR_2083,80,1,5,train
TR_2084,20,1,20,train
TR_2084,40,1,40,train
TR_2084,80,1,80,train
TR_2085,20,1,20,train
TR_2085,40,1,40,train
TR_2085,80,1,44,train
TR_2086,20,1,20,train
TR_2086,40,1,20,train
TR_2086,80,1,20,train
TR_2087,20,1,18,train
TR_2087,40,1,18,train
TR_2087,80,1,18,train
TR_2088,20,1,20,train
TR_2088,40,1,31,train
TR_2088,80,1,31,train
TR_2089,20,1,20,train
TR_2089,40,1,30,train
TR_2089,80,1,30,train
TR_2091,20,1,20,train
TR_2091,40,1,37,train
TR_2091,80,1,37,train
TR_2092,20,1,3,train
TR_2092,40,1,3,train
TR_2092,80,1,3,train
TR_2093,20,1,9,train
TR_2093,40,1,9,train
TR_2093,80,1,9,train
TR_2094,20,1,20,train
TR_2094,40,1,40,train
TR_2094,80,1,52,train
TR_2095,20,1,20,train
TR_2095,40,1,40,train
TR_2095,80,1,80,train
TR_2096,20,1,20,train
TR_2096,40,1,40,train
TR_2096,80,1,43,train
TR_2097,20,1,20,train
TR_2097,40,1,40,train
TR_2097,80,1,53,train
TR_2098,20,1,20,train
TR_2098,40,1,40,train
TR_2098,80,1,80,train
TR_2099,20,1,20,train
TR_2099,40,1,40,train
TR_2099,80,1,70,train
TR_2100,20,1,20,train
TR_2100,40,1,24,train
TR_2100,80,1,24,train
TR_2101,20,1,20,train
TR_2101,40,1,40,train
TR_2101,80,1,43,train
TR_2102,20,1,16,train
TR_2102,40,1,16,train
TR_2102,80,1,16,train
TR_2103,20,1,20,train
TR_2103,40,1,40,train
TR_2103,80,1,80,train
TR_2104,20,1,15,train
TR_2104,40,1,15,train
TR_2104,80,1,15,train
TR_2105,20,1,20,train
TR_2105,40,1,40,train
TR_2105,80,1,49,train
TR_2106,20,1,20,train
TR_2106,40,1,31,train
TR_2106,80,1,31,train
TR_2107,20,1,20,train
TR_2107,40,1,40,train
TR_2107,80,1,43,train
TR_2108,20,1,20,train
TR_2108,40,1,40,train
TR_2108,80,1,50,train
TR_2109,20,1,15,train
TR_2109,40,1,15,train
TR_2109,80,1,15,train
TR_2110,20,1,20,train
TR_2110,40,1,40,train
TR_2110,80,1,80,train
TR_2111,20,1,20,train
TR_2111,40,1,32,train
TR_2111,80,1,32,train
TR_2112,20,1,20,train
TR_2112,40,1,40,train
TR_2112,80,1,55,train
TR_2113,20,1,20,train
TR_2113,40,1,40,train
TR_2113,80,1,70,train
TR_2114,20,1,20,train
TR_2114,40,1,40,train
TR_2114,80,1,44,train
TR_2115,20,1,19,train
TR_2115,40,1,19,train
TR_2115,80,1,19,train
TR_2116,20,1,20,train
TR_2116,40,1,30,train
TR_2116,80,1,30,train
TR_2117,20,1,20,train
TR_2117,40,1,40,train
TR_2117,80,1,44,train
TR_2118,20,0,20,train
TR_2118,40,1,40,train
TR_2118,80,1,78,train
TR_2119,20,1,20,train
TR_2119,40,1,28,train
TR_2119,80,1,28,train
TR_2120,20,1,10,train
TR_2120,40,1,10,train
TR_2120,80,1,10,train
TR_2121,20,1,20,train
TR_2121,40,1,29,train
TR_2121,80,1,29,train
TR_2122,20,0,20,train
TR_2122,40,1,40,train
TR_2122,80,1,80,train
TR_2123,20,1,20,train
TR_2123,40,1,40,train
TR_2123,80,1,55,train
TR_2124,20,1,15,train
TR_2124,40,1,15,train
TR_2124,80,1,15,train
TR_2125,20,1,15,train
TR_2125,40,1,15,train
TR_2125,80,1,15,train
TR_2126,20,1,10,train
TR_2126,40,1,10,train
TR_2126,80,1,10,train
TR_2127,20,1,20,train
TR_2127,40,1,40,train
TR_2127,80,1,66,train
TR_2128,20,1,9,train
TR_2128,40,1,9,train
TR_2128,80,1,9,train
TR_2129,20,1,20,train
TR_2129,40,1,35,train
TR_2129,80,1,35,train
TR_2130,20,1,12,train
TR_2130,40,1,12,train
TR_2130,80,1,12,train
TR_2131,20,1,20,train
TR_2131,40,1,25,train
TR_2131,80,1,25,train
TR_2132,20,1,20,train
TR_2132,40,1,39,train
TR_2132,80,1,39,train
TR_2133,20,1,20,train
TR_2133,40,1,40,train
TR_2133,80,1,65,train
TR_2134,20,1,20,train
TR_2134,40,1,40,train
TR_2134,80,1,78,train
TR_2135,20,1,20,train
TR_2135,40,1,27,train
TR_2135,80,1,27,train
TR_2136,20,1,20,train
TR_2136,40,1,21,train
TR_2136,80,1,21,train
TR_2137,20,1,20,train
TR_2137,40,1,40,train
TR_2137,80,1,63,train
TR_2138,20,1,20,train
TR_2138,40,1,21,train
TR_2138,80,1,21,train
TR_2139,20,1,20,train
TR_2139,40,1,40,train
TR_2139,80,1,42,train
TR_2140,20,1,20,train
TR_2140,40,1,40,train
TR_2140,80,1,55,train
TR_2141,20,1,20,train
TR_2141,40,1,40,train
TR_2141,80,1,71,train
TR_2142,20,1,20,train
TR_2142,40,1,40,train
TR_2142,80,1,80,train
TR_2143,20,1,20,train
TR_2143,40,1,40,train
TR_2143,80,1,51,train
TR_2144,20,1,20,train
TR_2144,40,1,40,train
TR_2144,80,1,80,train
TR_2145,20,1,18,train
TR_2145,40,1,18,train
TR_2145,80,1,18,train
TR_2146,20,1,20,train
TR_2146,40,1,40,train
TR_2146,80,1,80,train
TR_2147,20,1,20,train
TR_2147,40,1,40,train
TR_2147,80,1,67,train
TR_2148,20,1,20,train
TR_2148,40,1,24,train
TR_2148,80,1,24,train
TR_2149,20,1,20,train
TR_2149,40,1,40,train
TR_2149,80,1,71,train
TR_2150,20,1,20,train
TR_2150,40,1,40,train
TR_2150,80,1,50,train
TR_2151,20,1,20,train
TR_2151,40,1,22,train
TR_2151,80,1,22,train
TR_2152,20,1,20,train
TR_2152,40,1,40,train
TR_2152,80,1,67,train
TR_2153,20,1,20,train
TR_2153,40,1,40,train
TR_2153,80,1,80,train
TR_2154,20,1,19,train
TR_2154,40,1,19,train
TR_2154,80,1,19,train
TR_2155,20,1,20,train
TR_2155,40,1,40,train
TR_2155,80,1,43,train
TR_2156,20,1,20,train
TR_2156,40,1,40,train
TR_2156,80,1,66,train
TR_2157,20,1,20,train
TR_2157,40,1,40,train
TR_2157,80,1,80,train
TR_2158,20,1,20,train
TR_2158,40,1,40,train
TR_2158,80,1,80,train
TR_2159,20,0,20,train
TR_2159,40,1,40,train
TR_2159,80,1,80,train
TR_2160,20,1,20,train
TR_2160,40,1,27,train
TR_2160,80,1,27,train
TR_2161,20,1,20,train
TR_2161,40,1,40,train
TR_2161,80,1,70,train
TR_2162,20,1,20,train
TR_2162,40,1,40,train
TR_2162,80,1,64,train
TR_2163,20,1,20,train
TR_2163,40,1,40,train
TR_2163,80,1,70,train
TR_2164,20,1,20,train
TR_2164,40,1,40,train
TR_2164,80,1,80,train
TR_2165,20,1,20,train
TR_2165,40,1,22,train
TR_2165,80,1,22,train
TR_2166,20,1,15,train
TR_2166,40,1,15,train
TR_2166,80,1,15,train
TR_2167,20,1,18,train
TR_2167,40,1,18,train
TR_2167,80,1,18,train
TR_2168,20,1,20,train
TR_2168,40,1,40,train
TR_2168,80,1,80,train
TR_2169,20,1,20,train
TR_2169,40,1,40,train
TR_2169,80,1,80,train
TR_2170,20,1,20,train
TR_2170,40,1,40,train
TR_2170,80,1,80,train
TR_2171,20,1,20,train
TR_2171,40,1,40,train
TR_2171,80,1,80,train
TR_2172,20,1,20,train
TR_2172,40,1,40,train
TR_2172,80,1,80,train
TR_2173,20,1,20,train
TR_2173,40,1,22,train
TR_2173,80,1,22,train
TR_2174,20,1,20,train
TR_2174,40,1,40,train
TR_2174,80,1,42,train
TR_2175,20,1,20,train
TR_2175,40,1,23,train
TR_2175,80,1,23,train
TR_2176,20,1,20,train
TR_2176,40,1,40,train
TR_2176,80,1,80,train
TR_2177,20,1,20,train
TR_2177,40,1,40,train
TR_2177,80,1,80,train
TR_2178,20,1,20,train
TR_2178,40,1,40,train
TR_2178,80,1,50,train
TR_2179,20,1,20,train
TR_2179,40,1,20,train
TR_2179,80,1,20,train
TR_2180,20,1,20,train
TR_2180,40,1,27,train
TR_2180,80,1,27,train
TR_2181,20,1,20,train
TR_2181,40,1,40,train
TR_2181,80,1,71,train
TR_2182,20,1,20,train
TR_2182,40,1,22,train
TR_2182,80,1,22,train
TR_2183,20,1,20,train
TR_2183,40,1,40,train
TR_2183,80,1,72,train
TR_2184,20,1,10,train
TR_2184,40,1,10,train
TR_2184,80,1,10,train
TR_2185,20,1,20,train
TR_2185,40,1,40,train
TR_2185,80,1,80,train
TR_2186,20,1,20,train
TR_2186,40,1,40,train
TR_2186,80,1,42,train
TR_2187,20,1,19,train
TR_2187,40,1,19,train
TR_2187,80,1,19,train
TR_2188,20,1,20,train
TR_2188,40,1,40,train
TR_2188,80,1,70,train
TR_2189,20,1,20,train
TR_2189,40,1,36,train
TR_2189,80,1,36,train
TR_2190,20,1,20,train
TR_2190,40,1,40,train
TR_2190,80,1,50,train
TR_2191,20,1,20,train
TR_2191,40,1,40,train
TR_2191,80,1,43,train
TR_2192,20,1,20,train
TR_2192,40,1,40,train
TR_2192,80,1,70,train
TR_2193,20,1,20,train
TR_2193,40,1,40,train
TR_2193,80,1,68,train
TR_2194,20,1,20,train
TR_2194,40,1,40,train
TR_2194,80,1,46,train
TR_2195,20,1,12,train
TR_2195,40,1,12,train
TR_2195,80,1,12,train
TR_2196,20,1,20,train
TR_2196,40,1,31,train
TR_2196,80,1,31,train
TR_2197,20,1,20,train
TR_2197,40,1,34,train
TR_2197,80,1,34,train
TR_2198,20,1,20,train
TR_2198,40,1,40,train
TR_2198,80,1,80,train
TR_2199,20,1,20,train
TR_2199,40,1,40,train
TR_2199,80,1,50,train
TR_2200,20,1,20,train
TR_2200,40,1,40,train
TR_2200,80,1,58,train
TR_2201,20,1,20,train
TR_2201,40,1,20,train
TR_2201,80,1,20,train
TR_2202,20,1,20,train
TR_2202,40,1,40,train
TR_2202,80,1,70,train
TR_2203,20,1,20,train
TR_2203,40,1,40,train
TR_2203,80,1,53,train
TR_2204,20,1,15,train
TR_2204,40,1,15,train
TR_2204,80,1,15,train
TR_2205,20,1,9,train
TR_2205,40,1,9,train
TR_2205,80,1,9,train
TR_2206,20,1,15,train
TR_2206,40,1,15,train
TR_2206,80,1,15,train
TR_2207,20,1,20,train
TR_2207,40,1,29,train
TR_2207,80,1,29,train
TR_2208,20,1,15,train
TR_2208,40,1,15,train
TR_2208,80,1,15,train
TR_2209,20,1,15,train
TR_2209,40,1,15,train
TR_2209,80,1,15,train
TR_2210,20,1,15,train
TR_2210,40,1,15,train
TR_2210,80,1,15,train
TR_2211,20,1,20,train
TR_2211,40,1,28,train
TR_2211,80,1,28,train
TR_2212,20,1,20,train
TR_2212,40,1,20,train
TR_2212,80,1,20,train
TR_2213,20,1,20,train
TR_2213,40,1,28,train
TR_2213,80,1,28,train
TR_2214,20,1,20,train
TR_2214,40,1,31,train
TR_2214,80,1,31,train
TR_2215,20,1,20,train
TR_2215,40,1,33,train
TR_2215,80,1,33,train
TR_2216,20,0,20,train
TR_2216,40,1,40,train
TR_2216,80,1,63,train
TR_2217,20,0,20,train
TR_2217,40,0,26,train
TR_2217,80,0,26,train
TR_2218,20,1,17,train
TR_2218,40,1,17,train
TR_2218,80,1,17,train
TR_2219,20,1,7,train
TR_2219,40,1,7,train
TR_2219,80,1,7,train
TR_2220,20,1,20,train
TR_2220,40,1,40,train
TR_2220,80,1,70,train
TR_2221,20,1,20,train
TR_2221,40,1,40,train
TR_2221,80,1,64,train
TR_2222,20,1,20,train
TR_2222,40,1,40,train
TR_2222,80,1,54,train
TR_2224,20,1,20,train
TR_2224,40,1,37,train
TR_2224,80,1,37,train
TR_2225,20,1,20,train
TR_2225,40,1,40,train
TR_2225,80,1,80,train
TR_2226,20,1,20,train
TR_2226,40,1,40,train
TR_2226,80,1,64,train
TR_2227,20,1,20,train
TR_2227,40,1,40,train
TR_2227,80,1,55,train
TR_2228,20,1,20,train
TR_2228,40,1,40,train
TR_2228,80,1,71,train
TR_2229,20,1,20,train
TR_2229,40,1,40,train
TR_2229,80,1,60,train
TR_2230,20,1,5,train
TR_2230,40,1,5,train
TR_2230,80,1,5,train
TR_2231,20,1,20,train
TR_2231,40,1,40,train
TR_2231,80,1,44,train
TR_2232,20,1,20,train
