model,events,candidate_recall,top1_end_to_end,top3_end_to_end,top5_end_to_end,mrr_end_to_end,conditional_top1,conditional_top5,habit_change_events,change_precision,change_recall,change_f1
shortest_rolling,23296,0.9843320741758241,0.3833276098901099,0.7586710164835165,0.8271806318681318,0.5847224352357681,0.38942915703632636,0.8403471283415463,14960,0.8515144613983148,0.9683183701657458,0.9061679524982833
fixed50_rolling,23296,0.9843320741758241,0.6258585164835165,0.8393715659340659,0.8916552197802198,0.7450492995320107,0.6358205049932406,0.905847978718765,14960,0.9332541769145959,0.9499309392265194,0.9415187165775402
learned_global_rolling,23296,0.9843320741758241,0.6266311813186813,0.8483430631868132,0.9312757554945055,0.7536799794980792,0.636605468579652,0.9460991670664166,14960,0.9344010904753791,0.9468232044198895,0.9405711345510677
learned_dynamic_rolling,23296,0.9843320741758241,0.6266311813186813,0.8483430631868132,0.9312757554945055,0.7536892355219897,0.636605468579652,0.9460991670664166,14960,0.9344010904753791,0.9468232044198895,0.9405711345510677
shortest_frozen,23296,0.9843320741758241,0.3833276098901099,0.7586710164835165,0.8271806318681318,0.5847224352357681,0.38942915703632636,0.8403471283415463,14960,0.8515144613983148,0.9683183701657458,0.9061679524982833
fixed50_frozen,23296,0.9843320741758241,0.6212654532967034,0.8369247939560439,0.8916981456043956,0.7420105925315115,0.6311543325629061,0.9058915878068989,14960,0.9333559437001865,0.9502762430939227,0.94174009752759
learned_global_frozen,23296,0.9843320741758241,0.6272321428571429,0.843492445054945,0.9319196428571429,0.7528809631631002,0.6372159958135275,0.9467533033884261,14960,0.9353848776745376,0.9472548342541437,0.9412824361998713
learned_dynamic_frozen,23296,0.9843320741758241,0.6272321428571429,0.8434495192307693,0.931876717032967,0.7530004188371575,0.6372159958135275,0.9467096943002922,14960,0.9353848776745376,0.9472548342541437,0.9412824361998713
